scorer,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000,DLC_resnet50_M9Jul27shuffle1_10000
bodyparts,head,head,head,body,body,body,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
63,75.31565856933594,133.0867462158203,0.9959463477134705,118.45277404785156,171.3531494140625,0.986801028251648,142.0291748046875,214.6994171142578,0.953380823135376
64,77.39098358154297,129.91494750976562,0.996735692024231,119.50507354736328,170.0239715576172,0.9859827756881714,141.58456420898438,214.44358825683594,0.9500625729560852
65,77.64547729492188,129.09445190429688,0.9956080317497253,120.36664581298828,170.19869995117188,0.9880967140197754,140.2725372314453,215.99937438964844,0.9575066566467285
66,77.66940307617188,128.01736450195312,0.9962158203125,120.31755828857422,170.2239990234375,0.9882452487945557,139.69105529785156,216.33702087402344,0.9578719735145569
67,78.33961486816406,126.41512298583984,0.9978374242782593,120.86862182617188,168.86122131347656,0.9925633072853088,135.9706268310547,215.64292907714844,0.9644684195518494
68,78.99311828613281,124.56822204589844,0.9982749819755554,121.33309936523438,169.4439239501953,0.9913589954376221,131.998291015625,219.31607055664062,0.9865987300872803
69,79.50033569335938,123.42264556884766,0.9980924129486084,122.76921844482422,168.8170928955078,0.9917513728141785,126.92803955078125,217.3907470703125,0.9553393721580505
70,79.06575775146484,123.4940185546875,0.9974249005317688,122.52275848388672,168.9398956298828,0.9910435676574707,128.34230041503906,218.3819122314453,0.914513111114502
71,79.87178802490234,122.96014404296875,0.9978258609771729,124.0191650390625,169.084228515625,0.9894917011260986,132.0133056640625,217.93099975585938,0.8037683963775635
72,80.11610412597656,123.44100952148438,0.9971910715103149,124.30171203613281,168.3878936767578,0.9834188222885132,140.50279235839844,217.12985229492188,0.9073235988616943
73,80.37861633300781,125.05457305908203,0.9980936050415039,124.65956115722656,169.5549774169922,0.9789913892745972,141.03611755371094,217.12733459472656,0.9288773536682129
74,82.80858612060547,130.56988525390625,0.9991349577903748,127.4519271850586,171.2427215576172,0.9852159023284912,141.27798461914062,218.447265625,0.9198993444442749
75,85.63583374023438,135.42431640625,0.9977163672447205,128.077392578125,175.8279571533203,0.9921371936798096,141.48927307128906,218.6991729736328,0.8686290383338928
76,89.0203857421875,139.009765625,0.9969621300697327,128.40304565429688,178.48629760742188,0.9953806400299072,131.6397705078125,220.19815063476562,0.7003790736198425
77,87.58883666992188,139.3341827392578,0.9979087114334106,129.1857452392578,177.63101196289062,0.9949737191200256,121.9896011352539,222.2489471435547,0.9684509038925171
78,84.67931365966797,139.137451171875,0.9981600046157837,129.38787841796875,176.98338317871094,0.9947036504745483,131.82933044433594,223.38955688476562,0.9788103103637695
79,82.7027816772461,137.63792419433594,0.9983806610107422,129.43772888183594,176.48934936523438,0.9932962656021118,136.83749389648438,221.45989990234375,0.9721183776855469
80,78.60954284667969,138.4145965576172,0.995222806930542,127.57705688476562,174.08583068847656,0.9915597438812256,142.60256958007812,219.88037109375,0.9596474766731262
81,75.28590393066406,140.52352905273438,0.9894729256629944,126.05170440673828,172.95916748046875,0.9902876615524292,145.6974334716797,219.37306213378906,0.9835662841796875
82,75.20932006835938,140.8135528564453,0.991562008857727,126.31047821044922,171.93263244628906,0.9899349212646484,138.5999298095703,219.34808349609375,0.9514679908752441
83,75.17825317382812,139.67138671875,0.9939806461334229,124.95794677734375,171.38525390625,0.9869390726089478,136.6756134033203,218.2113037109375,0.9624020457267761
84,74.62393188476562,139.8793182373047,0.9921860694885254,123.1186294555664,169.48202514648438,0.9821176528930664,136.77682495117188,216.67788696289062,0.9183698892593384
85,75.5657958984375,139.64369201660156,0.9921035766601562,125.44747161865234,171.0775146484375,0.9828831553459167,141.92593383789062,215.81764221191406,0.9374963045120239
86,77.47084045410156,137.1332244873047,0.996712327003479,124.95891571044922,172.2951202392578,0.9864945411682129,148.3131103515625,213.5107421875,0.9686223268508911
87,78.72221374511719,136.06410217285156,0.996572732925415,127.35234832763672,171.29981994628906,0.9867915511131287,146.35008239746094,217.48092651367188,0.9830800294876099
88,77.69694519042969,134.595947265625,0.9969191551208496,127.3090591430664,171.62281799316406,0.9878946542739868,143.29409790039062,218.90623474121094,0.9810577630996704
89,79.2742691040039,133.91973876953125,0.9977282285690308,126.97039794921875,171.40280151367188,0.9887656569480896,140.24729919433594,217.97181701660156,0.970611572265625
90,80.5212631225586,133.2855682373047,0.9984750747680664,127.19498443603516,172.50416564941406,0.9902001023292542,134.9976043701172,221.20980834960938,0.9790158271789551
91,81.9754638671875,134.87303161621094,0.998921275138855,128.1023406982422,173.57830810546875,0.9922640323638916,126.6296615600586,221.04441833496094,0.9329848289489746
92,81.85403442382812,136.601806640625,0.9980738162994385,127.22294616699219,174.6380615234375,0.9922276735305786,118.36331176757812,219.98780822753906,0.8347854614257812
93,81.55195617675781,139.52757263183594,0.9971355199813843,125.40342712402344,176.1610870361328,0.9929066896438599,138.87606811523438,218.87298583984375,0.6298568844795227
94,82.0369644165039,141.28245544433594,0.9966899156570435,124.2118148803711,178.2313995361328,0.9933739900588989,140.0736846923828,220.0697021484375,0.6068967580795288
95,85.33390808105469,140.25950622558594,0.9975416660308838,125.27167510986328,179.3424835205078,0.9936152696609497,141.26890563964844,220.1234588623047,0.6140409708023071
96,86.77213287353516,141.0733184814453,0.998304009437561,128.35154724121094,179.67083740234375,0.9938926696777344,140.18649291992188,222.1949920654297,0.7433109283447266
97,86.88788604736328,141.87924194335938,0.9983428716659546,128.70135498046875,179.93035888671875,0.9950523376464844,140.7707061767578,221.95391845703125,0.7561056613922119
98,87.26951599121094,141.96517944335938,0.9985746145248413,129.19503784179688,181.7481231689453,0.994462251663208,139.2479705810547,222.63743591308594,0.5459368228912354
99,87.5768051147461,145.3280792236328,0.9987156391143799,130.7102508544922,182.85256958007812,0.9906158447265625,138.49447631835938,225.0189208984375,0.644966185092926
100,87.74690246582031,146.47813415527344,0.9987233281135559,129.1854248046875,184.48448181152344,0.9931524991989136,118.69204711914062,223.91810607910156,0.6337189078330994
101,86.54105377197266,145.6689453125,0.9992762207984924,130.6667022705078,183.20555114746094,0.9911088943481445,118.96435546875,223.734619140625,0.598770797252655
102,84.76457214355469,146.26771545410156,0.9995642900466919,129.43226623535156,183.23709106445312,0.9923084378242493,117.66654205322266,224.40313720703125,0.6440823078155518
103,84.19014739990234,144.3004608154297,0.9994297027587891,127.85517120361328,183.11961364746094,0.9929889440536499,114.90750122070312,224.08103942871094,0.8775045871734619
104,84.20478820800781,142.89297485351562,0.9990136027336121,127.81404876708984,182.55836486816406,0.9946908950805664,117.56846618652344,224.0640411376953,0.9379867315292358
105,86.2591552734375,144.16331481933594,0.9992594718933105,129.1260223388672,182.4132843017578,0.9941980838775635,115.80394744873047,223.76759338378906,0.9360937476158142
106,87.41427612304688,144.2515106201172,0.9989168643951416,130.8343505859375,182.23252868652344,0.9933913946151733,113.33975219726562,223.46810913085938,0.903857946395874
107,87.28990936279297,145.27369689941406,0.9985872507095337,130.9623260498047,181.89134216308594,0.9933683276176453,113.4720687866211,223.4967803955078,0.9014707803726196
108,88.44074249267578,147.65142822265625,0.9980322122573853,129.94044494628906,186.05621337890625,0.9929943680763245,115.92405700683594,223.45753479003906,0.8478650450706482
109,88.78081512451172,149.86636352539062,0.9979194402694702,131.7756805419922,184.91363525390625,0.9926402568817139,124.3321762084961,225.12252807617188,0.9069151878356934
110,88.61811828613281,150.00799560546875,0.9985447525978088,132.15550231933594,185.4363250732422,0.9934132099151611,126.18412017822266,225.53341674804688,0.9578984975814819
111,87.55914306640625,149.95701599121094,0.9987133741378784,132.02780151367188,185.71533203125,0.9940124750137329,127.8430404663086,225.7641143798828,0.9459710121154785
112,85.67269897460938,150.1962890625,0.9987032413482666,131.18118286132812,185.18875122070312,0.9926866292953491,127.5902328491211,225.7675323486328,0.9490920305252075
113,83.87650299072266,149.66822814941406,0.9989733695983887,129.60316467285156,184.4247589111328,0.9924283027648926,127.84420776367188,225.6329345703125,0.9619089365005493
114,82.13704681396484,149.1190643310547,0.9991593360900879,128.9442596435547,183.7682647705078,0.9896590709686279,130.6224822998047,226.70806884765625,0.9676344394683838
115,80.60157012939453,149.54000854492188,0.9987661838531494,128.11862182617188,183.6455841064453,0.9903888702392578,134.39561462402344,225.41481018066406,0.9749562740325928
116,80.16169738769531,148.56051635742188,0.9982502460479736,127.07832336425781,183.27798461914062,0.9895145893096924,137.31224060058594,223.96604919433594,0.9711567163467407
117,80.6839370727539,149.96192932128906,0.9968017339706421,127.63709259033203,183.08135986328125,0.9889195561408997,138.64395141601562,223.22048950195312,0.9737257957458496
118,81.11237335205078,149.54579162597656,0.9968971014022827,128.09347534179688,182.98191833496094,0.9892169833183289,138.1284637451172,222.99151611328125,0.977289617061615
119,80.858154296875,149.56222534179688,0.9966987371444702,128.33201599121094,182.98887634277344,0.9900144338607788,138.05099487304688,223.88352966308594,0.9754197597503662
120,80.05247497558594,150.50076293945312,0.9922593832015991,128.27883911132812,184.282470703125,0.9849035739898682,139.73977661132812,223.6397705078125,0.9599517583847046
121,79.93132781982422,152.22589111328125,0.9944568872451782,126.91590118408203,184.3660888671875,0.9848284125328064,140.77879333496094,223.0010986328125,0.9663348197937012
122,77.87141418457031,154.03330993652344,0.9921785593032837,126.18592071533203,184.461669921875,0.9834799766540527,142.10130310058594,222.26596069335938,0.9646128416061401
123,78.97560119628906,150.26632690429688,0.9948545098304749,126.60589599609375,183.9267120361328,0.9858028888702393,142.2437744140625,222.28448486328125,0.9641445279121399
124,78.52088165283203,150.91729736328125,0.9954471588134766,126.51518249511719,182.85447692871094,0.989713728427887,139.64768981933594,223.00071716308594,0.9698344469070435
125,79.34833526611328,148.95266723632812,0.997197151184082,128.19419860839844,181.9210968017578,0.9919393062591553,139.6342010498047,223.95602416992188,0.9569242596626282
126,79.10061645507812,147.51145935058594,0.9977637529373169,128.41514587402344,181.1658172607422,0.9939263463020325,135.21273803710938,222.94955444335938,0.9598541259765625
127,79.52490997314453,146.1463623046875,0.997636079788208,127.78346252441406,181.05819702148438,0.9945282340049744,134.40370178222656,223.75198364257812,0.9802879095077515
128,78.49497985839844,146.56265258789062,0.9972281455993652,126.3938217163086,181.42250061035156,0.9938524961471558,134.06227111816406,223.5169677734375,0.9790802001953125
129,78.45541381835938,145.9302978515625,0.9965524673461914,125.94768524169922,181.19818115234375,0.9935015439987183,133.68478393554688,223.65365600585938,0.981387734413147
130,79.38143920898438,144.22604370117188,0.9932579398155212,125.94969177246094,180.41046142578125,0.9941127300262451,132.0438232421875,224.0724334716797,0.9780789613723755
131,79.49056243896484,141.8787078857422,0.9945237636566162,126.3672866821289,179.5714111328125,0.9946959018707275,129.59732055664062,224.05728149414062,0.9769515991210938
132,81.1423110961914,142.81796264648438,0.996830940246582,128.08529663085938,178.2980194091797,0.9947875738143921,129.02999877929688,222.3739013671875,0.9316465854644775
133,80.14739227294922,142.44320678710938,0.9949249029159546,127.26152801513672,178.66139221191406,0.9940204620361328,131.80691528320312,223.9702606201172,0.9585440158843994
134,77.25409698486328,143.9474639892578,0.9906511306762695,125.00279998779297,178.12582397460938,0.993165910243988,133.78501892089844,222.34104919433594,0.9766780138015747
135,76.64373779296875,139.7407684326172,0.9923970699310303,124.80719757080078,178.18057250976562,0.9927628040313721,134.59494018554688,221.9695587158203,0.9691168069839478
136,76.85079193115234,139.40853881835938,0.9932817220687866,125.11962890625,177.79515075683594,0.9928491711616516,134.8078155517578,221.636474609375,0.9648104310035706
137,77.78498077392578,138.99130249023438,0.9948445558547974,125.22651672363281,177.37442016601562,0.9928243160247803,134.7191619873047,221.55459594726562,0.9650923013687134
138,79.13929748535156,138.98931884765625,0.9962080717086792,125.841552734375,177.82589721679688,0.99301677942276,135.02243041992188,222.84254455566406,0.9728033542633057
139,79.19048309326172,139.822509765625,0.9966998100280762,127.03308868408203,177.7945098876953,0.9926450848579407,129.9781951904297,223.77603149414062,0.9638860821723938
140,77.80574798583984,138.80816650390625,0.9963933825492859,125.97052764892578,176.79600524902344,0.991942286491394,126.20988464355469,221.16294860839844,0.9335284233093262
141,78.29163360595703,138.02984619140625,0.9968887567520142,123.64872741699219,177.13143920898438,0.9938690662384033,125.15499114990234,221.70928955078125,0.9436753988265991
142,79.61312103271484,137.5299530029297,0.9979768991470337,124.07472229003906,178.35646057128906,0.9941505193710327,117.5450668334961,224.30587768554688,0.971947968006134
143,80.28435516357422,137.17254638671875,0.998967170715332,121.23272705078125,177.96368408203125,0.9951609969139099,116.77185821533203,222.0409698486328,0.8718494176864624
144,85.52486419677734,134.11691284179688,0.999423623085022,123.14165496826172,175.5081024169922,0.9930973052978516,141.64474487304688,219.91793823242188,0.7713930606842041
145,91.61864471435547,128.41641235351562,0.9982283711433411,124.92182159423828,173.34144592285156,0.9920856952667236,140.314453125,216.97274780273438,0.9238870143890381
146,101.61196899414062,118.6817855834961,0.999021053314209,123.9443359375,171.76100158691406,0.9879001379013062,137.41989135742188,217.80801391601562,0.9845001697540283
147,109.0319595336914,115.07697296142578,0.9966575503349304,125.41190338134766,170.58937072753906,0.9860233664512634,134.1693115234375,215.81204223632812,0.9678851366043091
148,110.42791748046875,112.10747528076172,0.9980999231338501,127.43705749511719,170.27655029296875,0.9904234409332275,133.761962890625,217.23098754882812,0.9154951572418213
149,111.04346466064453,113.83922576904297,0.9990190267562866,129.0414581298828,171.03343200683594,0.9919697046279907,131.74014282226562,218.2855224609375,0.937140703201294
150,111.34800720214844,114.30198669433594,0.9991254210472107,128.58819580078125,171.84617614746094,0.9921048283576965,130.7389373779297,218.22894287109375,0.9333465099334717
151,110.45046997070312,114.88733673095703,0.9991586208343506,128.90040588378906,172.18759155273438,0.9923095107078552,129.27462768554688,218.4950714111328,0.9630851745605469
152,110.27587890625,116.68372344970703,0.9992657899856567,129.81243896484375,173.07215881347656,0.9936167001724243,121.98402404785156,219.953369140625,0.9765029549598694
153,113.83712005615234,117.73683166503906,0.9993301630020142,131.63587951660156,173.00914001464844,0.9937015175819397,129.95753479003906,219.43101501464844,0.9874049425125122
154,113.12386322021484,122.25870513916016,0.9980515241622925,131.0425262451172,175.63055419921875,0.9957427382469177,137.7295684814453,222.33358764648438,0.9578925371170044
155,107.56195068359375,128.7459259033203,0.9950876235961914,130.05137634277344,176.22244262695312,0.9969871044158936,143.26658630371094,221.24252319335938,0.9693005084991455
156,105.36650848388672,131.5943603515625,0.9950175285339355,130.040771484375,179.08230590820312,0.9954448938369751,134.21836853027344,223.3650665283203,0.9737336039543152
157,105.27490234375,131.5986785888672,0.9957285523414612,128.77310180664062,180.0496826171875,0.994371235370636,130.9477081298828,222.7056121826172,0.9766429662704468
158,102.69644927978516,131.3458709716797,0.9973985552787781,127.34893035888672,181.20474243164062,0.9923950433731079,131.1300048828125,222.76449584960938,0.9757652878761292
159,104.31433868408203,133.33717346191406,0.9967690706253052,129.59217834472656,181.51547241210938,0.9918423295021057,131.98605346679688,223.8898468017578,0.9759933352470398
160,107.04353332519531,135.9810333251953,0.997401237487793,126.01223754882812,183.9447479248047,0.984775722026825,133.64120483398438,224.73011779785156,0.9671868085861206
161,106.88722229003906,137.1525421142578,0.9969450831413269,129.29159545898438,184.34996032714844,0.9886044263839722,132.2032012939453,226.91465759277344,0.9868770241737366
162,106.41949462890625,135.39109802246094,0.9980487823486328,128.45025634765625,183.36180114746094,0.9903622269630432,130.97772216796875,224.46929931640625,0.9781570434570312
163,103.63731384277344,133.43600463867188,0.998734712600708,126.96876525878906,183.0571746826172,0.9921422004699707,130.07261657714844,221.80648803710938,0.9437448978424072
164,103.04434204101562,137.09030151367188,0.9982479810714722,125.4045181274414,185.3992462158203,0.9851975440979004,130.27804565429688,223.67401123046875,0.9677827954292297
165,100.49100494384766,138.8501434326172,0.9983029365539551,126.3083724975586,185.82582092285156,0.9841442704200745,130.75132751464844,225.7728729248047,0.9743524789810181
166,101.42848205566406,139.82919311523438,0.9989178776741028,127.51908874511719,187.52017211914062,0.9890508651733398,132.55984497070312,228.33847045898438,0.9768587946891785
167,97.27672576904297,140.01914978027344,0.9986206293106079,127.65910339355469,187.05857849121094,0.9885538816452026,133.2679443359375,227.92086791992188,0.9572385549545288
